entry_id,source,page_ref,chinese,pinyin,kimmun,vietnamese,meaning_en,category,notes,CORRECTED_PAGE
SA-0491,Savina (1926),p.10,,,"des étrangers, xlep échopper, xláu thï.",éccueillir. —,(Source 1926) éccueillir. —,Savina Dictionary,,
SA-0492,Savina (1926),p.10,,,giù kiáu,"écculer, écculé,","(Source 1926) écculer, écculé,",Savina Dictionary,,
SA-0493,Savina (1926),p.10,,,"mettre en tas, an écier, cóng. Tremper V — , pu ghiâ","éccumuler. —,","(Source 1926) éccumuler. —,",Savina Dictionary,,
SA-0494,Savina (1926),p.10,,,"et accusé, mun eau écompte, eláo a phon chái.",éccusateur. —,(Source 1926) éccusateur. —,Savina Dictionary,,
SA-0495,Savina (1926),p.10,,,"accusé pour dettes, xlên",éccuser. Etre,(Source 1926) éccuser. Etre,Savina Dictionary,,
SA-0496,Savina (1926),p.10,,,"má nai piêy. mai ghing tey . — la vie éternelle,","écéphale,","(Source 1926) écéphale,",Savina Dictionary,,
SA-0497,Savina (1926),p.10,,,cha nhùng,"écerbe. Thé — ,","(Source 1926) écerbe. Thé — ,",Savina Dictionary,,
SA-0498,Savina (1926),p.10,,,peau èm,"Fruit — ,","(Source 1926) Fruit — ,",Savina Dictionary,,
SA-0499,Savina (1926),p.10,,,"affilé, ghiay. Lame de tgi phá êy.","écéré. — ,","(Source 1926) écéré. — ,",Savina Dictionary,,
SA-0500,Savina (1926),p.10,,,"un couteau, tchiên tgiu. quên su giù.",écérer. —,(Source 1926) écérer. —,Savina Dictionary,,
SA-4951,Savina (1926),p.100,,,"xling quang. Marche. Faire une longue — , ning","Manie,","(Source 1926) Manie,",Savina Dictionary,,
SA-4952,Savina (1926),p.100,,,lorn long. kiáu lau,"Manier,","(Source 1926) Manier,",Savina Dictionary,,
SA-4953,Savina (1926),p.100,,,"cette — ci, nang nëy. Marché, nom с ai",Manière. De,(Source 1926) Manière. De,Savina Dictionary,,
SA-4954,Savina (1926),p.100,,,"quelle — ? nang lài ? D'une au — , ning cái",De,(Source 1926) De,Savina Dictionary,,
SA-4955,Savina (1926),p.100,,,meng pe. xlan,"Manifeste (adj.),","(Source 1926) Manifeste (adj.),",Savina Dictionary,,
SA-4956,Savina (1926),p.100,,,ning,"Marcher,","(Source 1926) Marcher,",Savina Dictionary,,
SA-4957,Savina (1926),p.100,,,dâp nî ghiáng qua.,"Marcotter,","(Source 1926) Marcotter,",Savina Dictionary,,
SA-4958,Savina (1926),p.100,,,chím lày xlám.,"Mardi,","(Source 1926) Mardi,",Savina Dictionary,,
SA-4959,Savina (1926),p.100,,,"ďeau, warn wà.",Mare. —,(Source 1926) Mare. —,Savina Dictionary,,
SA-4960,Savina (1926),p.100,,,"ferrant, xli phá chóng",Maréchal,(Source 1926) Maréchal,Savina Dictionary,,
SA-4961,Savina (1926),p.100,,,"montante, flot, wâm giêu",Marée. —,(Source 1926) Marée. —,Savina Dictionary,,
SA-4962,Savina (1926),p.100,,,"d'un Uvre, xláu sien.",Marge. —,(Source 1926) Marge. —,Savina Dictionary,,
SA-4963,Savina (1926),p.100,,,"ďun puits, ghiáu tep",Margelle. —,(Source 1926) Margelle. —,Savina Dictionary,,
SA-4964,Savina (1926),p.100,,,tau ар е mèy.,"Margouillat,","(Source 1926) Margouillat,",Savina Dictionary,,
SA-4965,Savina (1926),p.100,,,cóng. Prendre — .long phá;,"Mari,","(Source 1926) Mari,",Savina Dictionary,,
SA-4966,Savina (1926),p.100,,,van p'ui.,"Mariage,","(Source 1926) Mariage,",Savina Dictionary,,
SA-4967,Savina (1926),p.100,,,"long, chô áu.","Marier. Se — (homme),","(Source 1926) Marier. Se — (homme),",Savina Dictionary,,
SA-4968,Savina (1926),p.100,,,"long, chô phá,","Se — (femme),","(Source 1926) Se — (femme),",Savina Dictionary,,
SA-4969,Savina (1926),p.100,,,"de commerce, gièt chông",Marine. —,(Source 1926) Marine. —,Savina Dictionary,,
SA-4970,Savina (1926),p.100,,,ëp dáu.,"Mariner,","(Source 1926) Mariner,",Savina Dictionary,,
SA-4971,Savina (1926),p.100,,,nom clo mùng.,"Mari-ngouin,","(Source 1926) Mari-ngouin,",Savina Dictionary,,
SA-4972,Savina (1926),p.100,,,a goan mun siêy,"Marmaille,","(Source 1926) Marmaille,",Savina Dictionary,,
SA-4973,Savina (1926),p.100,,,"en — , trop cuite,",Marmelade. Viande,(Source 1926) Marmelade. Viande,Savina Dictionary,,
SA-4974,Savina (1926),p.100,,,"nom mû. — en cuivre, tong","Marmite,","(Source 1926) Marmite,",Savina Dictionary,,
SA-4975,Savina (1926),p.100,,,chi meng sing,"Martyr. Saint — ,","(Source 1926) Martyr. Saint — ,",Savina Dictionary,,
SA-4976,Savina (1926),p.100,,,faire souffrir,"Martyriser. — ,","(Source 1926) Martyriser. — ,",Savina Dictionary,,
SA-4977,Savina (1926),p.100,,,"du sexe — , tón siêy.",Masculin. Enfant,(Source 1926) Masculin. Enfant,Savina Dictionary,,
SA-4978,Savina (1926),p.100,,,min êy.,"Masque,","(Source 1926) Masque,",Savina Dictionary,,
SA-4979,Savina (1926),p.100,,,"la vue, tang má phoat.",Masquer. —,(Source 1926) Masquer. —,Savina Dictionary,,
SA-4980,Savina (1926),p.100,,,táy hoi.,"Massacrer,","(Source 1926) Massacrer,",Savina Dictionary,,
SA-4981,Savina (1926),p.100,,,"un tas, a dui. Une —",Masse. Une — ;,(Source 1926) Masse. Une — ;,Savina Dictionary,,
SA-4982,Savina (1926),p.100,,,"nén. — la jambe, nén xláu.","Masser,","(Source 1926) Masser,",Savina Dictionary,,
SA-4983,Savina (1926),p.100,,,"montagneux, chêy ti blâ.",Massif. —,(Source 1926) Massif. —,Savina Dictionary,,
SA-4984,Savina (1926),p.100,,,ghiáng clui-,"Massue,","(Source 1926) Massue,",Savina Dictionary,,
SA-4985,Savina (1926),p.100,,,"du bétel, nhai lau.",Mastiquer. —,(Source 1926) Mastiquer. —,Savina Dictionary,,
SA-4986,Savina (1926),p.100,,,sien peau giay.,"Masure,","(Source 1926) Masure,",Savina Dictionary,,
SA-4987,Savina (1926),p.100,,,má goáng,"Mat,","(Source 1926) Mat,",Savina Dictionary,,
SA-4988,Savina (1926),p.100,,,"de navire, nom kiáng quân",Mat. —,(Source 1926) Mat. —,Savina Dictionary,,
SA-4989,Savina (1926),p.100,,,mun со.,"Matador,","(Source 1926) Matador,",Savina Dictionary,,
SA-4990,Savina (1926),p.100,,,phûn. têm.,"Matelas,","(Source 1926) Matelas,",Savina Dictionary,,
SA-4991,Savina (1926),p.100,,,dang bang giâu.,"Matelot,","(Source 1926) Matelot,",Savina Dictionary,,
SA-4992,Savina (1926),p.100,,,ât hoc.,"Mater,","(Source 1926) Mater,",Savina Dictionary,,
SA-4993,Savina (1926),p.100,,,"de construction, áy",Matériaux. —,(Source 1926) Matériaux. —,Savina Dictionary,,
SA-4994,Savina (1926),p.100,,,noi heng kiáng.,"Matériel,","(Source 1926) Matériel,",Savina Dictionary,,
SA-4995,Savina (1926),p.100,,,xlûn pap.,"Mathématique,","(Source 1926) Mathématique,",Savina Dictionary,,
SA-4996,Savina (1926),p.100,,,"nêy dô. Se lever — ,","Matin. Ce — ,","(Source 1926) Matin. Ce — ,",Savina Dictionary,,
SA-4997,Savina (1926),p.100,,,"entière, a tu о m án.",Matinée. Une —,(Source 1926) Matinée. Une —,Savina Dictionary,,
SA-4998,Savina (1926),p.100,,,tau mêo eau.,"Matou,","(Source 1926) Matou,",Savina Dictionary,,
SA-4999,Savina (1926),p.100,,,gi thai.,"Matrice,","(Source 1926) Matrice,",Savina Dictionary,,
SA-5000,Savina (1926),p.100,,,"à —- , sang su. —",Maturité. érriver,(Source 1926) Maturité. érriver,Savina Dictionary,,
SA-5001,Savina (1926),p.101,,,"un arbre, hau ghiáng. toi.",Marquer. —,(Source 1926) Marquer. —,Savina Dictionary,,
SA-5002,Savina (1926),p.101,,,"de — , xlám nhut phán. hâu ojionç;.",Mars. Mois,(Source 1926) Mars. Mois,Savina Dictionary,,
SA-5003,Savina (1926),p.101,,,"tau long ngáo. Maugréer, cóng va nù","Martre,","(Source 1926) Martre,",Savina Dictionary,,
SA-5004,Savina (1926),p.101,,,"nom ban tgiêy. Maussade. Temps — , gung giom ;","Marteau,","(Source 1926) Marteau,",Savina Dictionary,,
SA-5005,Savina (1926),p.101,,,sa no ca lôc. gung hàc,"Martin-pècheur,","(Source 1926) Martin-pècheur,",Savina Dictionary,,
SA-5006,Savina (1926),p.101,,,hu,"Mauvais,","(Source 1926) Mauvais,",Savina Dictionary,,
SA-5007,Savina (1926),p.101,,,"eau, wâm hu",Mauvaise,(Source 1926) Mauvaise,Savina Dictionary,,
SA-5008,Savina (1926),p.101,,,kham ngam xlúng.,"Maxillaire. Os — ,","(Source 1926) Maxillaire. Os — ,",Savina Dictionary,,
SA-5009,Savina (1926),p.101,,,"du fleuve, nom váng <",Méandre. —,(Source 1926) Méandre. —,Savina Dictionary,,
SA-5010,Savina (1926),p.101,,,"fabrication — , long .",Mécanique. De,(Source 1926) Mécanique. De,Savina Dictionary,,
SA-5011,Savina (1926),p.101,,,mun hiu,"Méchant. Homme — ,","(Source 1926) Méchant. Homme — ,",Savina Dictionary,,
SA-5012,Savina (1926),p.101,,,"de lampe, xlên tóng xlêm. ;",Mèche. —,(Source 1926) Mèche. —,Savina Dictionary,,
SA-5013,Savina (1926),p.101,,,"la — de la lampe, chéng i",érranger,(Source 1926) érranger,Savina Dictionary,,
SA-5014,Savina (1926),p.101,,,xlun sa,"Mécompte,","(Source 1926) Mécompte,",Savina Dictionary,,
SA-5015,Savina (1926),p.101,,,má nhim tu. — un !,"Méconnaître,","(Source 1926) Méconnaître,",Savina Dictionary,,
SA-5016,Savina (1926),p.101,,,mun áo blùrn.,"Mégère,","(Source 1926) Mégère,",Savina Dictionary,,
SA-5017,Savina (1926),p.101,,,xlîu dop mun.,"Mégissier,","(Source 1926) Mégissier,",Savina Dictionary,,
SA-5018,Savina (1926),p.101,,,"de cigare, gin day",Mégot. —,(Source 1926) Mégot. —,Savina Dictionary,,
SA-5019,Savina (1926),p.101,,,gong quái.,"Meilleur,","(Source 1926) Meilleur,",Savina Dictionary,,
SA-5020,Savina (1926),p.101,,,mun giâu,"Mélancolique. Homme — ,","(Source 1926) Mélancolique. Homme — ,",Savina Dictionary,,
SA-5021,Savina (1926),p.101,,,áy ti láu,"Mélanger,","(Source 1926) Mélanger,",Savina Dictionary,,
SA-5022,Savina (1926),p.101,,,"mêlés, piêy dot",Mêlé. Cheveux,(Source 1926) Mêlé. Cheveux,Savina Dictionary,,
SA-5023,Savina (1926),p.101,,,"les cartes, láu bai",Mêler. —,(Source 1926) Mêler. —,Savina Dictionary,,
SA-5024,Savina (1926),p.101,,,dàp lun.,"MÉLi-MÉLO,","(Source 1926) MÉLi-MÉLO,",Savina Dictionary,,
SA-5025,Savina (1926),p.101,,,nai tong,"Mellifère,","(Source 1926) Mellifère,",Savina Dictionary,,
SA-5026,Savina (1926),p.101,,,khuôy mùng.,"Mélodieux,","(Source 1926) Mélodieux,",Savina Dictionary,,
SA-5027,Savina (1926),p.101,,,nom quâ dáng.,"Melon,","(Source 1926) Melon,",Savina Dictionary,,
SA-5028,Savina (1926),p.101,,,má chong y,"Mécontent,","(Source 1926) Mécontent,",Savina Dictionary,,
SA-5029,Savina (1926),p.101,,,"les gens, áy tu xlôi De — , nang nêy. Le —■ jour, gi",Mécontenter. —,(Source 1926) Mécontenter. —,Savina Dictionary,,
SA-5030,Savina (1926),p.101,,,"nom bai. — du scapulaire, nhiang.","Médaille,","(Source 1926) Médaille,",Savina Dictionary,,
SA-5031,Savina (1926),p.101,,,xlin xlêng êy gom. má sáng tu lau.,"Médecin,","(Source 1926) Médecin,",Savina Dictionary,,
SA-5032,Savina (1926),p.101,,,"le — , thing xlin xlêng ey tai. Menacer. — les gens, ha toi",éppeler,(Source 1926) éppeler,Savina Dictionary,,
SA-5033,Savina (1926),p.101,,,"médicament, ma hop. La pluie menace, gung khay lu","Médecine,","(Source 1926) Médecine,",Savina Dictionary,,
SA-5034,Savina (1926),p.101,,,"une — , hop ma. bung",Prendre,(Source 1926) Prendre,Savina Dictionary,,
SA-5035,Savina (1926),p.101,,,"chong mun. maison menace ruine, sien peau","Médiateur,","(Source 1926) Médiateur,",Savina Dictionary,,
SA-5036,Savina (1926),p.101,,,ma hop. khay vêy.,"Médicament,","(Source 1926) Médicament,",Savina Dictionary,,
SA-5037,Savina (1926),p.101,,,chóng tang,"Médiocre,","(Source 1926) Médiocre,",Savina Dictionary,,
SA-5038,Savina (1926),p.101,,,"des gens, cóng hu toi côm páu.",Médire. —,(Source 1926) Médire. —,Savina Dictionary,,
SA-5039,Savina (1926),p.101,,,nâm nhèy. xlên,"Méditer,","(Source 1926) Méditer,",Savina Dictionary,,
SA-5040,Savina (1926),p.101,,,"po dô tuom. Mendier, eu va.","Médius (doigt),","(Source 1926) Médius (doigt),",Savina Dictionary,,
SA-5041,Savina (1926),p.101,,,"xloi hoi. Mener, khén ning","Méfait,","(Source 1926) Méfait,",Savina Dictionary,,
SA-5042,Savina (1926),p.101,,,"tau mun má hang sien. la main, khén pu ning. —","Méfiant,","(Source 1926) Méfiant,",Savina Dictionary,,
SA-5043,Savina (1926),p.101,,,"des gens, on toi",Méfier. Se —,(Source 1926) Méfier. Se —,Savina Dictionary,,
SA-5044,Savina (1926),p.101,,,vêy má xliu xlêm.,"Mégarde. Par — ,","(Source 1926) Mégarde. Par — ,",Savina Dictionary,,
SA-5045,Savina (1926),p.101,,,mun que piêy mun áy piêy ;,"Meneur,","(Source 1926) Meneur,",Savina Dictionary,,
SA-5046,Savina (1926),p.101,,,"xlên ghia láng kiá pu. Merle, sa no ca giáng. — buffle, sa","Menottes,","(Source 1926) Menottes,",Savina Dictionary,,
SA-5047,Savina (1926),p.101,,,"les — aux mains, long no ngong.",Mettre,(Source 1926) Mettre,Savina Dictionary,,
SA-5048,Savina (1926),p.101,,,"des mensonges, cóng Mes. —",Mensonge. Dire,(Source 1926) Mensonge. Dire,Savina Dictionary,,
SA-5049,Savina (1926),p.101,,,mùi lày nha a hey,"Mensuel,","(Source 1926) Mensuel,",Savina Dictionary,,
SA-5050,Savina (1926),p.101,,,"prière mentale,","Mental. Oraison,","(Source 1926) Mental. Oraison,",Savina Dictionary,,
SA-5051,Savina (1926),p.102,,,"pouliot, khom pó ho.",Menthe. —,(Source 1926) Menthe. —,Savina Dictionary,,
SA-5052,Savina (1926),p.102,,,"ne faut pas — cela,",Mentionner. //,(Source 1926) Mentionner. //,Savina Dictionary,,
SA-5053,Savina (1926),p.102,,,cóng chá,"Mentir,","(Source 1926) Mentir,",Savina Dictionary,,
SA-5054,Savina (1926),p.102,,,"nom giët néng. — barbu,","Menton,","(Source 1926) Menton,",Savina Dictionary,,
SA-5055,Savina (1926),p.102,,,"xlén, chèy xlangkién.","Menu. — 60/5,","(Source 1926) Menu. — 60/5,",Savina Dictionary,,
SA-5056,Savina (1926),p.102,,,"giam, khôm bon.","Hacher — ,","(Source 1926) Hacher — ,",Savina Dictionary,,
SA-5057,Savina (1926),p.102,,,"morceaux, nom kién",Menus,(Source 1926) Menus,Savina Dictionary,,
SA-5058,Savina (1926),p.102,,,mue ghiáng xli phá.,"Menuisier,","(Source 1926) Menuisier,",Savina Dictionary,,
SA-5059,Savina (1926),p.102,,,commettre une,Méprendre. Se — ;,(Source 1926) Méprendre. Se — ;,Savina Dictionary,,
SA-5060,Savina (1926),p.102,,,"les gens, hi pâu toi. —",Mépriser. —,(Source 1926) Mépriser. —,Savina Dictionary,,
SA-5061,Savina (1926),p.102,,,"mort, má corn già tay. — les",la,(Source 1926) la,Savina Dictionary,,
SA-5062,Savina (1926),p.102,,,"khoi. Eau de — , khoi wâm.","Mer,","(Source 1926) Mer,",Savina Dictionary,,
SA-5063,Savina (1926),p.102,,,"la — , ning quái khoi. Prendre",Passer,(Source 1926) Passer,Savina Dictionary,,
SA-5064,Savina (1926),p.102,,,hâu,"Merci. Dire — ,","(Source 1926) Merci. Dire — ,",Savina Dictionary,,
SA-5065,Savina (1926),p.102,,,chim lày xlêy.,"Mercredi,","(Source 1926) Mercredi,",Savina Dictionary,,
SA-5066,Savina (1926),p.102,,,nhan wâm.,"Mercure,","(Source 1926) Mercure,",Savina Dictionary,,
SA-5067,Savina (1926),p.102,,,dáy.,"Merde,","(Source 1926) Merde,",Savina Dictionary,,
SA-5068,Savina (1926),p.102,,,"già gi. — adoptive, gi","Mère. Ma — ,","(Source 1926) Mère. Ma — ,",Savina Dictionary,,
SA-5069,Savina (1926),p.102,,,"la — , la sieste,",Méridienne. Faire,(Source 1926) Méridienne. Faire,Savina Dictionary,,
SA-5070,Savina (1926),p.102,,,"du — , naicônglau.",Mérite. évoir,(Source 1926) Mérite. évoir,Savina Dictionary,,
SA-5071,Savina (1926),p.102,,,"des mérites, lâp cônglau.",écquérir,(Source 1926) écquérir,Savina Dictionary,,
SA-5072,Savina (1926),p.102,,,"une récompense, ging",Mériter. —,(Source 1926) Mériter. —,Savina Dictionary,,
SA-5073,Savina (1926),p.102,,,keng giët má toi.,"Mésalliance,","(Source 1926) Mésalliance,",Savina Dictionary,,
SA-5074,Savina (1926),p.102,,,mi xlât,"Messe,","(Source 1926) Messe,",Savina Dictionary,,
SA-5075,Savina (1926),p.102,,,má hop lày.,"Messéant,","(Source 1926) Messéant,",Savina Dictionary,,
SA-5076,Savina (1926),p.102,,,gáo tu.,"Mesurable,","(Source 1926) Mesurable,",Savina Dictionary,,
SA-5077,Savina (1926),p.102,,,quái piëy.,"Mesure. Outre — ,","(Source 1926) Mesure. Outre — ,",Savina Dictionary,,
SA-5078,Savina (1926),p.102,,,"des mesures pour les souliers,",Prendre,(Source 1926) Prendre,Savina Dictionary,,
SA-5079,Savina (1926),p.102,,,"habit, gáo xlén xlèu gůy.",un,(Source 1926) un,Savina Dictionary,,
SA-5080,Savina (1926),p.102,,,"une rivière, gáo ghing.",Mesurer. —,(Source 1926) Mesurer. —,Savina Dictionary,,
SA-5081,Savina (1926),p.102,,,tau ghiachàu.,"Métallique. Pont — ,","(Source 1926) Métallique. Pont — ,",Savina Dictionary,,
SA-5082,Savina (1926),p.102,,,van kiáng,"Métamorphoser (Se),","(Source 1926) Métamorphoser (Se),",Savina Dictionary,,
SA-5083,Savina (1926),p.102,,,"mun p'ay ghing, p'ay","Métayer,","(Source 1926) Métayer,",Savina Dictionary,,
SA-5084,Savina (1926),p.102,,,"scrupuleux, mun hang","Méticuleux,","(Source 1926) Méticuleux,",Savina Dictionary,,
SA-5085,Savina (1926),p.102,,,pu phang,"Métier,","(Source 1926) Métier,",Savina Dictionary,,
SA-5086,Savina (1926),p.102,,,dâp song mun.,"Métis,","(Source 1926) Métis,",Savina Dictionary,,
SA-5087,Savina (1926),p.102,,,"táu t. si. Un — cinquante, a","Mètre,","(Source 1926) Mètre,",Savina Dictionary,,
SA-5088,Savina (1926),p.102,,,nhên nhin,"Mets,","(Source 1926) Mets,",Savina Dictionary,,
SA-5089,Savina (1926),p.102,,,"non — , p'iên guy",Mettable. Vêtement,(Source 1926) Mettable. Vêtement,Savina Dictionary,,
SA-5090,Savina (1926),p.102,,,"sur la table, an dôm mëy",Mettre. —,(Source 1926) Mettre. —,Savina Dictionary,,
SA-5091,Savina (1926),p.102,,,"mobilier, peau kià xlï.","Meuble,","(Source 1926) Meuble,",Savina Dictionary,,
SA-5092,Savina (1926),p.102,,,"une maison, ban nhèn",Meubler. —,(Source 1926) Meubler. —,Savina Dictionary,,
SA-5093,Savina (1926),p.102,,,"à moudre du ri\, nom ma",Meule. —,(Source 1926) Meule. —,Savina Dictionary,,
SA-5094,Savina (1926),p.102,,,ghèâu ma.,"Meulière. Pierre — ,","(Source 1926) Meulière. Pierre — ,",Savina Dictionary,,
SA-5095,Savina (1926),p.102,,,ma tsu mua.,"Meunier,","(Source 1926) Meunier,",Savina Dictionary,,
SA-5096,Savina (1926),p.102,,,mim táy mun.,"Meurtrier,","(Source 1926) Meurtrier,",Savina Dictionary,,
SA-5097,Savina (1926),p.102,,,bâp chiu sam,"Meurtrir,","(Source 1926) Meurtrir,",Savina Dictionary,,
SA-5098,Savina (1926),p.102,,,"chemin, a phon kiáu.",Mi. é — •,(Source 1926) Mi. é — •,Savina Dictionary,,
SA-5099,Savina (1926),p.102,,,"chat miaule, tau mêo hao. j",Miauler. Le,(Source 1926) Miauler. Le,Savina Dictionary,,
SA-5100,Savina (1926),p.102,,,"dam nôi. Partir à — , dam nôi !","Midi,","(Source 1926) Midi,",Savina Dictionary,,
SA-5101,Savina (1926),p.103,,,"de pain, péng xlém. |",Mie. —,(Source 1926) Mie. —,Savina Dictionary,,
SA-5102,Savina (1926),p.103,,,méy tong. !,"Miel,","(Source 1926) Miel,",Savina Dictionary,,
SA-5103,Savina (1926),p.103,,,cóng cam. i,"Mielleux. Langage — ,","(Source 1926) Mielleux. Langage — ,",Savina Dictionary,,
SA-5104,Savina (1926),p.103,,,"livres sont les miens, nêy",Mien. Ces,(Source 1926) Mien. Ces,Savina Dictionary,,
SA-5105,Savina (1926),p.103,,,"miettes d'un repas, nhên",Miette. Les,(Source 1926) Miette. Les,Savina Dictionary,,
SA-5106,Savina (1926),p.103,,,gong quái,"Mieux,","(Source 1926) Mieux,",Savina Dictionary,,
SA-5107,Savina (1926),p.103,,,áy til gong quái. Le ma- \,"Faire — ,","(Source 1926) Faire — ,",Savina Dictionary,,
SA-5108,Savina (1926),p.103,,,mín quái. Péché !,"Mignon. Visage — ,","(Source 1926) Mignon. Visage — ,",Savina Dictionary,,
SA-5109,Savina (1926),p.103,,,piêy mun. \,"Migraine,","(Source 1926) Migraine,",Savina Dictionary,,
SA-5110,Savina (1926),p.103,,,"laisser — , chau, vëy j","Mijoter. Faire,","(Source 1926) Mijoter. Faire,",Savina Dictionary,,
SA-5111,Savina (1926),p.103,,,"épervier, sa clang.","Milan,","(Source 1926) Milan,",Savina Dictionary,,
SA-5112,Savina (1926),p.103,,,làm tái pêng.,"Milicien,","(Source 1926) Milicien,",Savina Dictionary,,
SA-5113,Savina (1926),p.103,,,"du chemin, bông tóng",Milieu. éu —■,(Source 1926) Milieu. éu —■,Savina Dictionary,,
SA-5114,Savina (1926),p.103,,,"nuit, dam mun.",la,(Source 1926) la,Savina Dictionary,,
SA-5115,Savina (1926),p.103,,,"pêng. Mandarin — ,","Militaire. Un — ,","(Source 1926) Militaire. Un — ,",Savina Dictionary,,
SA-5116,Savina (1926),p.103,,,a then. — ■,"Mille. Un —- ,","(Source 1926) Mille. Un —- ,",Savina Dictionary,,
SA-5117,Savina (1926),p.103,,,tau xlâp.,"Mille-pieds,","(Source 1926) Mille-pieds,",Savina Dictionary,,
SA-5118,Savina (1926),p.103,,,khôm me.,"Millet, Mil,","(Source 1926) Millet, Mil,",Savina Dictionary,,
SA-5119,Savina (1926),p.103,,,a sâp thèn.,"Million. Un — ,","(Source 1926) Million. Un — ,",Savina Dictionary,,
SA-5120,Savina (1926),p.103,,,"les gens, ho toi.",Mimer. —,(Source 1926) Mimer. —,Savina Dictionary,,
SA-5121,Savina (1926),p.103,,,"pha. Étoffe —, búi pha.","Mince,","(Source 1926) Mince,",Savina Dictionary,,
SA-5122,Savina (1926),p.103,,,chêy pha.,"Papier — ,","(Source 1926) Papier — ,",Savina Dictionary,,
SA-5123,Savina (1926),p.103,,,"visage (air du), min","Mine. — ,","(Source 1926) Mine. — ,",Savina Dictionary,,
SA-5124,Savina (1926),p.103,,,mín tay.,"Mauvaise — ,","(Source 1926) Mauvaise — ,",Savina Dictionary,,
SA-5125,Savina (1926),p.103,,,xló xlo.,"Minime,","(Source 1926) Minime,",Savina Dictionary,,
SA-5126,Savina (1926),p.103,,,"chi xlo.Dix piastres au —,","Minimum,","(Source 1926) Minimum,",Savina Dictionary,,
SA-5127,Savina (1926),p.103,,,"phon xlo gióng, quái.","Minorité,","(Source 1926) Minorité,",Savina Dictionary,,
SA-5128,Savina (1926),p.103,,,ma tsu peau,"Minoterie,","(Source 1926) Minoterie,",Savina Dictionary,,
SA-5129,Savina (1926),p.103,,,dam mun. éller se coucher à,"Minuit,","(Source 1926) Minuit,",Savina Dictionary,,
SA-5130,Savina (1926),p.103,,,xló xlo,"Minuscule,","(Source 1926) Minuscule,",Savina Dictionary,,
SA-5131,Savina (1926),p.103,,,a phón chóng.,"Minute. Une — ,","(Source 1926) Minute. Une — ,",Savina Dictionary,,
SA-5132,Savina (1926),p.103,,,xlêu day,"Minutie,","(Source 1926) Minutie,",Savina Dictionary,,
SA-5133,Savina (1926),p.103,,,áy van,"Minutieusement. Faire — ,","(Source 1926) Minutieusement. Faire — ,",Savina Dictionary,,
SA-5134,Savina (1926),p.103,,,sing chëk.,"Miracle,","(Source 1926) Miracle,",Savina Dictionary,,
